tconst,titleType,primaryTitle,startYear,genres,averageRating,numVotes,weightedAverage
tt11898048,movie,Charmed by Darkness,2020,"Documentary,Drama,Mystery",8.4,7,58.8
tt11898334,tvSeries,"Verta, hikeä ja T-paitoja",2020,Documentary,8.6,10,86
tt11898792,tvSeries,Petter i fengsel,2020,Documentary,8.6,15,129
tt11899080,tvSeries,I huvudet på en gärningsman,2020,Documentary,7.2,5,36
tt11900404,movie,Caught in the Net,2020,Documentary,8.6,88,756.8
tt11903004,movie,Hotel Belgrade,2020,"Comedy,Romance",6,512,3072
tt11905392,tvSeries,Attacked - The Copenhagen Shootings,2020,"Crime,Documentary",7.6,8,60.8
tt11905470,movie,Screenplay of an Indian Love Story,2020,Drama,8.8,46,404.8
tt11905622,movie,Last Ninja - Red Shadow,2019,Action,6.1,51,311.1
tt11905678,movie,Last Ninja - Blue Shadow,2019,Action,6.1,51,311.1
tt11905720,tvSeries,She,2020,"Crime,Drama",6.5,1789,11628.5
tt11905962,movie,Sputnik,2020,"Horror,Sci-Fi",6,541,3246
tt11906298,movie,Moonless Dawn,2018,Drama,5.1,10,51
tt1190634,tvSeries,The Boys,2019,"Action,Comedy,Crime",8.7,142940,1243578
tt11906392,movie,Low Season,2020,"Comedy,Horror,Romance",7.4,27,199.8
tt11906412,movie,Pee Nak 2,2020,Horror,7.6,7,53.2
tt11906988,movie,Life Finds a Way,2018,"Comedy,Drama",8.1,16,129.6
tt11907884,tvSeries,Scandinavian Star,2020,Documentary,7.9,151,1192.9
tt11908034,movie,Stacey Dooley: On the Psych Ward,2020,Documentary,7.1,8,56.8
tt11908062,movie,Zima,2020,Drama,7.1,896,6361.6
tt11908078,movie,Brave Are the Fallen,2020,Documentary,6.8,14,95.2
tt11908406,movie,Mugen Foundation,2018,Drama,5.4,7,37.8
tt11910134,tvSeries,Nobody Knows,2020,"Crime,Drama,Mystery",8.2,47,385.4
tt11911796,movie,Angels on Diamond Street,2019,Documentary,8.2,6,49.2
tt11911812,movie,Ca Yi Ca Ni Na Nan Fu Jing Lun De Dao Mao an Ran,2019,Drama,5,10,50
tt11911844,movie,The Cause,2019,Documentary,8.2,12,98.4
tt11912196,tvSeries,Asur: Welcome to Your Dark Side,2020,"Crime,Drama,Thriller",8.5,14770,125545
tt11912390,movie,2 States,2020,"Comedy,Romance",9.5,298,2831
tt11912618,movie,Party Over,2019,Drama,6.5,44,286
tt11916278,movie,The Scheme,2020,"Crime,Documentary",7.1,374,2655.4
tt11916718,tvSeries,Beyblade Burst Rise,2020,"Action,Animation,Fantasy",6.2,8,49.6
tt11919138,movie,The Unseen Collection,2019,"Biography,Documentary",9.2,5,46
tt11921366,tvSeries,Gone Mental with Lior,2020,Short,5.4,9,48.6
tt11921386,tvSeries,Run This City,2020,Short,6.4,13,83.2
tt11922258,tvSeries,Love Goals,2020,Reality-TV,5.7,6,34.2
tt11922420,movie,Michelle Obama: Life After the White House,2020,Documentary,5.6,9,50.4
tt11922698,movie,Killer Dream Home,2020,Thriller,4.7,151,709.7
tt11923980,tvSeries,Joonas Nordman Show,2020,Talk-Show,3.4,5,17
tt11924560,movie,Hindi tayo pwede,2020,Drama,8.8,5,44
tt11925310,movie,Sumrak u beckom haustoru,2020,Documentary,8.1,12,97.2
tt11926728,movie,Days of Géants,2019,"Documentary,Sport",9.9,80,792
tt11927224,tvSeries,Camp Getaway,2020,Reality-TV,4.1,16,65.6
tt11928520,movie,Sonic Rebuilt,2020,"Animation,Comedy",5.8,19,110.2
tt11928982,tvSeries,Marielle: O Documentário,2020,"Crime,Documentary",6.4,107,684.8
tt11929804,tvSeries,Critter Fixers: Country Vets,2020,Family,8.7,13,113.1
tt11930236,movie,Neofascismo? Rispettatelo! Da giovane ebbe un futuro anche lui,2020,Documentary,10,8,80
tt11932060,tvSeries,Reborn,2020,"Crime,Drama,Mystery",7,10,70
tt11933004,movie,The Portillo Expedition: Mystery on Bougainville Island,2019,Documentary,6.2,6,37.2
tt11933966,tvSeries,Ollie's Pack,2020,"Animation,Comedy,Fantasy",6.8,19,129.2
tt11935218,movie,Under Cover,2019,Action,6.1,52,317.2
tt11935230,movie,Zhi Shen 2,2019,Action,6.1,53,323.3
tt11937670,movie,El Father Plays Himself,2020,Documentary,8.3,16,132.8
tt11939544,movie,"Asjad, millest me ei räägi",2020,Comedy,6.6,13,85.8
tt11941446,tvSeries,A Future WWE: The FCW Story,2020,"Documentary,Sport",7.1,15,106.5
tt11942052,tvSeries,J-Style Trip,2020,Reality-TV,5.4,53,286.2
tt11942070,tvSeries,Spirit Riding Free: Riding Academy,2020,"Action,Adventure,Animation",7.1,14,99.4
tt11942100,tvSeries,Ladies Up,2020,Comedy,4.1,138,565.8
tt11944940,tvSeries,On the Trail of UFOs,2020,Documentary,8,6,48
tt11945356,movie,Hermitage,2020,"Documentary,Musical",4.6,5,23
tt11945412,tvSeries,Svenska fall,2018,Documentary,7.2,5,36
tt11945438,tvSeries,Steve Austin's Broken Skull Sessions,2019,"Sport,Talk-Show",8.1,33,267.3
tt11945626,movie,Pearl Jam: Gigaton Theater Experience,2020,Music,7,8,56
tt11947358,tvSeries,Who's Your Daddy,2020,Drama,9.4,1409,13244.6
tt11947406,tvSeries,"Mr. Theo, Cat and Dog",2018,Animation,2.2,5,11
tt11947446,movie,Ikko Mikke,2020,"Comedy,Drama,Family",9,50,450
tt11950836,movie,Lúa vermella,2020,Drama,7.1,9,63.9
tt11950864,tvSeries,Astrid et Raphaëlle,2019,Crime,8.3,32,265.6
tt11952660,movie,Black Hearted Killer,2020,Drama,5.4,61,329.4
tt11952822,movie,Mnohaya lita. Stoyko,2020,"Biography,Documentary,Family",10,12,120
tt11953100,tvSeries,Memorist,2020,"Fantasy,Mystery,Thriller",7.8,113,881.4
tt11953232,tvSeries,The Raikar Case,2020,Thriller,7.5,1191,8932.5
tt11953308,tvSeries,Vamos Juan,2020,Comedy,7.2,72,518.4
tt11953628,movie,Maska,2020,"Comedy,Drama,Romance",6,957,5742
tt11956992,tvSeries,Kafa Doktoru,2020,Comedy,8,5,40
tt11958170,tvSeries,Skate Into Love,2020,"Comedy,Romance,Sport",7.9,39,308.1
tt11958592,tvSeries,WWE Ruthless Aggression,2020,"Documentary,Sport",7.7,35,269.5
tt11958790,movie,The Prophet and the Space Aliens,2020,Documentary,9.1,8,72.8
tt11963582,tvSeries,G.O.D - Gods of Dharmapuri,2019,Crime,8.3,18,149.4
tt11965688,movie,Fuccbois,2019,Drama,7.2,43,309.6
tt11966998,tvSeries,Masked Singer Suomi,2020,"Game-Show,Music",5.5,11,60.5
tt11968312,tvSeries,Welcome,2020,"Comedy,Fantasy,Romance",7.5,50,375
tt11968836,movie,Mastermind,2019,"Drama,Mystery,Thriller",5.4,122,658.8
tt11968852,movie,A Year Forever,2020,Documentary,8,6,48
tt11969746,tvSeries,Cops Like Us,2020,Documentary,7,22,154
tt11972322,movie,Infliction,2019,Thriller,8.5,6,51
tt11972952,movie,Politica e Spiritualità nel Postmoderno,2020,Documentary,10,5,50
tt11975104,movie,Mishima: The Last Debate,2020,Documentary,8.1,7,56.7
tt11975230,movie,The Skywalker Legacy,2020,Documentary,7.5,124,930
tt11975350,tvSeries,Wolf's Heart,2020,Drama,7.9,30,237
tt11976170,movie,Jeeudo,2020,"Drama,Romance",9.9,120,1188
tt11981130,tvSeries,WWE Untold,2018,"Documentary,Sport",8.2,10,82
tt11981530,tvSeries,WWE's the Bump,2019,"Sport,Talk-Show",6.2,10,62
tt11983342,tvSeries,Shaun the Sheep: Adventures from Mossy Bottom,2020,Animation,8,113,904
tt11985684,movie,Romulo & Julita,2020,Comedy,5.6,11,61.6
tt11986052,movie,Bacurau no Mapa,2019,Documentary,7.3,21,153.3
tt11987148,tvSeries,Dinosaurs Story,2020,"Animation,Documentary,Family",7.4,15,111
tt11988478,tvSeries,Gleipnir,2020,"Action,Animation,Fantasy",7.4,84,621.6
tt11989426,tvSeries,Hamgonah,2020,Drama,7.2,54,388.8
tt11990426,tvSeries,Koloub Shoo,2020,Talk-Show,8.8,10,88
tt11990802,movie,Don't Call Me Bigfoot,2020,Documentary,6.1,73,445.3
tt11990844,tvSeries,Kafalarina Göre,2020,Documentary,4.5,10,45
tt11992366,movie,Don Juan kopaszodik,2020,Drama,7.8,13,101.4
tt11994750,movie,Made You Look: A True Story About Fake Art,2020,Documentary,8.6,5,43
tt11995918,tvSeries,Kargadan,2019,Action,6.1,31,189.1
tt11996308,movie,Before the Wrath,2020,Documentary,8.9,27,240.3
tt11998854,tvSeries,Disney Insider,2020,Documentary,6.7,45,301.5
tt12001410,tvSeries,I Promise,2020,"Documentary,Short",8.1,14,113.4
tt12002382,movie,Music for Ordinary Life Machines,2019,"Documentary,Music",9.4,5,47
tt12003266,tvSeries,Winter Begonia,2020,"Drama,History,Music",9.2,19,174.8
tt12004132,movie,"Le blob, un génie sans cerveau",2019,Documentary,8.1,12,97.2
tt12004280,tvSeries,Too Hot to Handle,2020,"Game-Show,Reality-TV",4.5,5257,23656.5
tt12004706,tvSeries,Panchayat,2020,"Comedy,Drama",8.9,13402,119277.8
tt12007528,tvSeries,Unsellable Houses,2020,Reality-TV,6.2,10,62
tt12007548,movie,Who Laughs in Hell,2020,"Comedy,Drama,Thriller",7,11,77
tt12008944,movie,Qi Men Dun Jia,2020,Action,3.9,9,35.1
tt12011572,tvSeries,Nate & Jeremiah Save My House,2020,Reality-TV,7,11,77
tt12013558,tvSeries,BNA: Brand New Animal,2020,"Animation,Fantasy",8.1,97,785.7
tt12015466,tvSeries,365: Repeat the Year,2020,"Fantasy,Mystery,Thriller",8.3,67,556.1
tt12015604,movie,The Long River Slides,2019,Documentary,8.1,9,72.9
tt12015636,tvSeries,Born Again,2020,"Fantasy,Mystery,Romance",8.4,12,100.8
tt12015736,tvSeries,Zastupniki,2020,Drama,6.5,14,91
tt12016162,tvSeries,Up in the Sky,2018,Romance,6.1,7,42.7
tt12016628,movie,Jete Jete Pothe,2020,Drama,8.2,5,41
tt12016750,tvSeries,Theseus no fune,2020,Drama,7.4,12,88.8
tt12018142,tvSeries,Maxxx,2020,Comedy,7,20,140
tt12018426,tvSeries,Deadliest Catch: Bloodline,2020,"Documentary,Reality-TV",5.5,31,170.5
tt12020456,movie,Dataland,2019,Documentary,7.7,6,46.2
tt12021598,movie,Coronavirus. Apocalypse,2020,"Fantasy,Sci-Fi,Thriller",6.9,13,89.7
tt12021664,tvSeries,Niall Ferguson's Networld,2020,Action,6.5,6,39
tt12024510,tvSeries,22/7,2020,Animation,5.1,9,45.9
tt12025884,movie,I Want to Believe,2020,Documentary,7.6,32,243.2
tt12026652,tvSeries,Tooning Out the News,2020,"Animation,Comedy,News",7,20,140
tt12026744,tvSeries,If There Is No Tomorrow,2020,"Drama,Short",7.2,38,273.6
tt12026834,movie,Resiliencia por Rafinha Alcantara,2019,"Documentary,Sport",7.1,7,49.7
tt12027008,tvSeries,Absurd Planet,2020,Documentary,3.8,807,3066.6
tt12027020,movie,LA Originals,2020,Documentary,7.3,1025,7482.5
tt12027034,tvSeries,Middleditch & Schwartz,2020,Comedy,8.7,1451,12623.7
tt12031966,movie,Acting Out of Love,2020,"Comedy,Drama,Romance",8,5,40
tt12032242,tvSeries,Naked,2020,"Drama,Thriller",4.1,31,127.1
tt12032504,tvSeries,Promis unter Palmen,2020,"Drama,Game-Show,Reality-TV",6.8,15,102
tt12036052,movie,Elephant,2020,"Adventure,Biography,Documentary",7,1372,9604
tt12036096,movie,A Mother Knows Worst,2020,"Drama,Thriller",6.1,68,414.8
tt12041084,movie,Kill Chain: The Cyber War on America's Elections,2020,Documentary,7.6,156,1185.6
tt12041958,movie,Pride and Prejudice - A New Musical,2020,Musical,7.5,6,45
tt12042964,tvSeries,The World of the Married,2020,"Drama,Romance",8.5,254,2159
tt12043600,movie,Al son que me toquen bailo,2019,Comedy,5.2,46,239.2
tt12043620,movie,Missing,2019,"Drama,Thriller",4.5,14,63
tt12044426,movie,Dheet Patangey,2020,"Drama,Romance,Sport",7.3,28,204.4
tt12044826,tvSeries,Ore no Yubi de Midarero,2020,"Animation,Drama,Romance",6,5,30
tt12048116,tvSeries,Book of Mormon Videos,2019,History,8.2,14,114.8
tt12048276,tvSeries,2gether,2020,"Comedy,Drama,Romance",8.9,149,1326.1
tt12048316,tvSeries,House in a Hurry,2020,Reality-TV,5.3,6,31.8
tt12048430,movie,"Miners, Groom, Pneumoconiosis",2019,Documentary,7.5,26,195
tt12053732,tvSeries,Shepherd's Delight,2020,Comedy,8.9,13,115.7
tt12054084,tvSeries,Accused: Guilty or Innocent?,2020,Documentary,8.4,25,210
tt12054700,movie,Leve de vrouw van de SRV (Last of the Mohicans),2020,Documentary,7.3,7,51.1
tt12054924,tvSeries,Some Good News,2020,"Comedy,Documentary,News",9.4,287,2697.8
tt12055132,tvSeries,Madventures Suomi,2020,Documentary,5.5,34,187
tt12057106,tvSeries,Tower of God,2020,"Action,Adventure,Animation",8.4,405,3402
tt12057284,tvSeries,Who Wants to Be a Millionaire,2020,"Documentary,Game-Show",6.7,6,40.2
tt12057310,tvSeries,Escape from Virtual Island (Audible Original - Audio Comedy),2020,Comedy,7.3,7,51.1
tt12057580,movie,Amityville Island,2020,"Action,Horror,Sci-Fi",5.2,13,67.6
tt12057854,tvSeries,Bad Friends,2020,"Comedy,Talk-Show",9,8,72
tt12058204,tvSeries,2 Bears 1 Cave,2019,Talk-Show,9,12,108
tt12058768,tvSeries,The Steph Show,2020,Talk-Show,2.2,8,17.6
tt12058866,movie,Maurizio Murelli - Non siamo caduti in autunno,2020,Documentary,10,7,70
tt12058882,movie,Coachella: 20 Years in the Desert,2020,"Documentary,Music",7.3,138,1007.4
tt12059518,tvSeries,Floored,2020,"Reality-TV,Short",6.5,6,39
tt12061220,tvSeries,Three Captains,2020,Crime,3.6,5,18
tt12062086,movie,Meister des Todes 2,2020,"Drama,Thriller",5.5,34,187
tt12063532,tvSeries,The Show Must Go Online,2020,Drama,8.1,7,56.7
tt12065758,tvSeries,Houkago Teibou Nisshi,2020,"Animation,Comedy",6.8,8,54.4
tt12067614,movie,The Last Roommate,2020,Thriller,5,10,50
tt1206885,movie,Rambo: Last Blood,2019,"Action,Adventure,Thriller",6.2,67017,415505.4
tt12070530,movie,La Guarida del Lobo,2019,Thriller,5.7,6,34.2
tt12071672,tvSeries,If I Should Die,2020,Crime,7.5,6,45
tt12072206,movie,Thunderbolt Fantasy: Bewitching Melody of the West,2019,"Action,Adventure",7,5,35
tt12072898,tvSeries,Diarios de la cuarentena,2020,Comedy,4.8,46,220.8
tt12073082,movie,Prue Leith: Journey with My Daughter,2020,Documentary,8.9,7,62.3
tt12074622,movie,The Rapper Bob Arc,2018,Comedy,9.2,5,46
tt12074782,tvSeries,Amensalism,2020,"Fantasy,Mystery,Thriller",7,6,42
tt12074838,movie,The Anime Arc,2019,Comedy,8.8,5,44
tt12075220,tvSeries,Candle in the Tomb: The Lost Caverns,2020,"Action,Adventure,Fantasy",7.6,46,349.6
tt12075440,movie,Claws of the Red Dragon,2019,Drama,8.2,25,205
tt12077068,tvSeries,Eating History,2020,History,8,41,328
tt12077252,movie,La creciente,2019,Drama,6.5,11,71.5
tt12078096,movie,Endurance,2020,Documentary,8.1,8,64.8
tt12079212,tvSeries,The Victims' Game,2020,"Drama,Thriller",7.6,247,1877.2
tt12079236,tvSeries,The Forest of Love: Deep Cut,2020,"Crime,Drama,Horror",6.2,26,161.2
tt12080774,tvSeries,Bungou to Alchemist: Shinpan no Haguruma,2020,"Action,Adventure,Animation",5.2,13,67.6
tt12080818,tvSeries,Oprah Talks COVID-19,2020,"News,Talk-Show",3,21,63
tt12080904,movie,Penguins: Life on the Edge,2020,"Documentary,Family",6.9,26,179.4
tt12082296,movie,Tudo Pela Música,2019,Documentary,9.8,11,107.8
tt12083062,movie,Dark Web: Mystery Box,2020,"Horror,Reality-TV",4,7,28
tt12084330,movie,On a Clear Day You Can See the Revolution from Here,2020,Documentary,6.4,5,32
tt12084390,tvSeries,Noon Khe,2019,Comedy,7.4,27,199.8
tt12084964,movie,Chunky Shrapnel,2020,"Documentary,Music",8.8,82,721.6
tt12090286,tvSeries,Válidas,2020,Comedy,7.8,5,39
tt12091386,tvSeries,Store Lars,2020,Comedy,5.6,72,403.2
tt12092784,movie,Easter Holocaust,2020,Horror,1.7,38,64.6
tt12093064,movie,Shugaley,2020,War,6.3,21,132.3
tt12093674,movie,Shoot for the Moon,2020,Documentary,8.2,12,98.4
tt12093878,movie,LEGO DC: Shazam - Magic & Monsters,2020,"Animation,Family",6.2,153,948.6
tt12094002,movie,The Last Stroke,2019,"Action,Comedy,Drama",3.9,16,62.4
tt12094024,movie,Wife's Club,2019,"Comedy,Romance",3.5,15,52.5
tt12094296,movie,Vrankrix and the Amsterdam EURnrichment,2020,Documentary,7.3,7,51.1
tt12094320,movie,"Sigmund Freud, un juif sans Dieu",2020,"Biography,Documentary",7.2,13,93.6
tt12095032,movie,Songs of Repression,2020,Documentary,7.3,9,65.7
tt12097996,movie,Un sueño hermoso,2019,Documentary,6.9,8,55.2
tt12098194,tvSeries,At Home with Olaf,2020,"Animation,Family,Short",7.2,19,136.8
tt12098452,movie,The Doors Between Us,2019,Comedy,6.9,15,103.5
tt12098670,movie,Scare Me,2020,"Comedy,Fantasy,Horror",5,66,330
tt12098786,tvSeries,Yu-Gi-Oh! Sevens,2020,"Action,Adventure,Animation",6.2,17,105.4
tt12099444,tvSeries,Gaslight,2019,"Drama,Mystery",7.1,7,49.7
tt12099962,movie,Vampire Burt's Serenade,2020,"Comedy,Horror,Musical",3,17,51
tt12100044,movie,In the Footsteps of Elephant,2020,"Adventure,Documentary,Family",8,28,224
tt12100068,tvSeries,Prospekt oborony,2020,"Drama,Romance,Sport",4.3,6,25.8
tt12100080,movie,Diving with Dolphins,2020,Documentary,7.6,22,167.2
tt12100536,movie,Goodbye Shirazi Girl,2019,"Comedy,Drama,Romance",6.4,25,160
tt12100946,tvSeries,Shadowverse,2020,"Animation,Fantasy",7.8,6,46.8
tt12101186,tvSeries,The Left Right Game,2020,"Mystery,Sci-Fi",7.3,13,94.9
tt12102354,tvSeries,To the Sky,2019,"Animation,Drama,Fantasy",9.1,10,91
tt12103906,movie,Al Theeb Fi Al Qaleeb,2019,Comedy,7.8,8,62.4
tt12104262,tvSeries,Ken Burns Presents: The Gene,2020,Documentary,8.4,27,226.8
tt12105770,tvSeries,Phone-a-Friend,2020,"Comedy,Drama,Romance",8.6,63,541.8
tt12108272,movie,Close Encounters of the Fifth Kind,2020,Documentary,8.1,135,1093.5
tt12109930,movie,"Monero Means Money: Cryptocurrency 101, Live from Leipzig",2020,Documentary,8.7,20,174
tt12112310,movie,Akim,2019,Comedy,6.7,18,120.6
tt12113360,movie,Made in Senegal,2020,Documentary,8,67,536
tt12113608,movie,Invisible Paradise,2020,Documentary,7.3,6,43.8
tt12115998,tvSeries,To Catch the Kaidash,2020,"Comedy,Drama",9.1,74,673.4
tt12116104,movie,The Definition of Insanity,2020,Documentary,7.6,10,76
tt12116216,movie,Golden Thread,2019,Drama,6.6,5,33
tt12117218,tvSeries,The Millionaire Detective: Balance - Unlimited,2020,Animation,8.1,57,461.7
tt12117528,movie,Kanni Maadam,2020,"Drama,Romance",9.2,46,423.2
tt12119582,movie,Project 88: Back to the Future Too,2020,Adventure,7.3,6,43.8
tt12119700,tvSeries,Drinnen - Im Internet sind alle gleich,2020,"Comedy,Drama",8.4,32,268.8
tt12120704,tvSeries,This is Earth,2020,Comedy,7.5,6,45
tt12121460,tvSeries,Limmy's Homemade Show,2018,Comedy,7.7,98,754.6
tt12121686,tvSeries,Velmi krehké vetve,2020,"Comedy,Reality-TV",8.3,7,58.1
tt12121876,tvSeries,90 Day Fiancé: Self-Quarantined,2020,Reality-TV,5.3,6,31.8
tt12122252,movie,Mountain of Storms,2018,Documentary,8.3,7,58.1
tt12125148,movie,Burn with Us,2020,Documentary,9.1,38,345.8
tt12125238,tvSeries,Ek Thi Begum,2020,"Crime,Drama",7.1,220,1562
tt12127984,tvSeries,Al Futua,2020,"Action,Drama",8,11,88
tt12129802,tvSeries,The Early Night Show with Joshua Turchin,2020,"Comedy,Family,Talk-Show",9.1,10,91
tt12130106,tvSeries,Families of the Mafia,2020,Reality-TV,4.9,32,156.8
tt12130108,tvSeries,The Story of Food,2020,Documentary,7.4,7,51.8
tt12130728,tvSeries,Vilde vidunderlige Danmark,2020,Documentary,8.6,24,206.4
tt12131262,movie,Out of Shadows,2020,Documentary,7.3,627,4577.1
tt12131806,tvSeries,Suurmestari,2020,Game-Show,4.7,7,32.9
tt12132348,movie,Swordsman,2019,Action,6.4,52,332.8
tt12132452,movie,Huo Yuanjia,2019,Action,6.4,52,332.8
tt12133254,movie,De Stig,2020,Documentary,8.4,13,109.2
tt12133524,tvSeries,Nevera de Cuarentena,2020,Comedy,9,5,45
tt12134074,movie,Operndiven - Operntunten,2020,Documentary,6.7,6,40.2
tt1213641,movie,First Man,2018,"Biography,Drama,History",7.3,151396,1105190.8
tt12137534,movie,Jane Goodall: The Hope,2020,Documentary,8.3,57,473.1
tt12137974,tvSeries,Todas as Mulheres do Mundo,2020,"Comedy,Drama,Romance",8.7,36,313.2
tt12138676,tvSeries,Celebrity IOU,2020,Reality-TV,8.2,40,328
tt12139418,tvSeries,Misha portit vsyo,2020,Comedy,2.9,7,20.3
tt12140790,tvSeries,MaPa,2020,Comedy,8.2,12,98.4
tt12141544,movie,Waste vol. 1,2020,Documentary,7.9,8,63.2
tt12142012,movie,5G Zombies,2020,Horror,1.9,88,167.2
tt12143924,tvSeries,Prom Knight,2020,"Comedy,Romance",9.1,10,91
tt12146940,tvSeries,Almost Happy,2020,Comedy,6.5,214,1391
tt12150560,tvSeries,Tamayomi: The Baseball Girls,2020,"Animation,Sport",6,7,42
tt12158538,movie,Cry Havoc,2020,Horror,3.4,64,217.6
tt12158686,tvSeries,Somewhere South,2020,Documentary,9,7,63
tt12159334,movie,Birds (or how to be one),2020,Documentary,6.8,19,129.2
tt12159766,movie,Trigger Points,2020,Sci-Fi,5.5,215,1182.5
tt12163946,tvSeries,Agent 86,2020,"Action,Crime,Thriller",7.8,16,124.8
tt12166890,movie,KingCobraJFS: Now it's a Party!,2020,Documentary,7.3,6,43.8
tt12169000,movie,Crated,2020,Thriller,6.9,8,55.2
tt12169430,tvSeries,Saved by the Barn,2020,Reality-TV,9.6,9,86.4
tt12169664,movie,9,2020,Drama,8.7,125,1087.5
tt12169918,tvSeries,Satina,2020,"Animation,Comedy,Fantasy",8.3,12,99.6
tt12171672,tvSeries,Aptal Çocuklar,2020,Comedy,8,8,64
tt12171868,tvSeries,Segítség! Itthon vagyok!,2020,Comedy,4.1,15,61.5
tt12176398,tvSeries,Cooked with Cannabis,2020,Reality-TV,7,137,959
tt12177808,tvSeries,We Got This,2020,"Comedy,Crime,Drama",7.4,34,251.6
tt12179254,tvSeries,The Sleuth of the Ming Dynasty,2020,"Crime,Drama,Mystery",9.2,5,46
tt12179472,movie,Happiness Continues,2020,"Documentary,Music",7.6,158,1200.8
tt12182450,movie,The Spooky Pumpkin,2020,"Comedy,Horror",7.8,8,62.4
tt12182636,movie,7 Billion Suspects: The Surveillance Society,2019,Documentary,7.7,21,161.7
tt12183016,tvSeries,Museums in Quarantine,2020,Documentary,7.5,8,60
tt12187270,tvSeries,Fraggle Rock: Rock On!,2020,"Family,Short",7.1,17,120.7
tt12187550,tvSeries,Tutunamayanlar: Çevrimiçi,2020,Comedy,7.3,9,65.7
tt12187604,tvSeries,Thanamalvila Kollek,2020,Family,9.6,138,1324.8
tt12188996,movie,Amor Fati,2020,"Documentary,Drama",7.7,7,53.9
tt12192654,movie,Planet of the Humans,2019,Documentary,6.8,1449,9853.2
tt12193120,tvSeries,My Roommate Is a Detective,2020,Drama,8,9,72
tt12193476,movie,Down,2020,"Comedy,Drama,Romance",9,6,54
tt12194762,tvSeries,Liebe. Jetzt!,2020,Comedy,7.9,8,63.2
tt12199368,movie,Baggy in & as KungFu Bonda: A Mostly English Stand Up Comedy Special,2020,Comedy,6.2,6,37.2
tt12200904,tvSeries,Russell Howard's Home Time,2020,"Comedy,Talk-Show",6.3,6,37.8
tt12203396,tvSeries,Warten auf'n Bus,2020,Comedy,7.9,18,142.2
tt12204002,tvSeries,Why R U?,2020,"Drama,Fantasy,Romance",7.9,29,229.1
tt12204316,movie,Yogi 2,2019,Action,9.5,15,142.5
tt12204810,tvSeries,The End,2020,"Action,Drama,Sci-Fi",9,198,1782
tt12207704,tvSeries,Hundred,2020,"Action,Comedy,Drama",7.1,257,1824.7
tt12214628,movie,DAU. Nora Mother,2020,"Biography,Drama,History",6,87,522
tt12214814,tvSeries,Camp Cowabunga,2020,"Comedy,Family",9.4,10,94
tt12217840,movie,Chinese Ghost Story: Human Love,2020,"Adventure,Drama,Fantasy",5.6,12,67.2
tt12217860,tvSeries,Summer Lane Drive,2020,"Animation,Comedy,Crime",9.9,15,148.5
tt12221578,tvSeries,Beat the Chasers,2020,Game-Show,8.1,38,307.8
tt12221748,movie,Becoming,2020,Documentary,6.4,1377,8812.8
tt12222108,movie,Finding Purpose,2019,"Action,Adventure,Drama",9.7,7,67.9
tt12222224,tvSeries,The Choice,2020,"Action,Biography,Drama",8.5,78,663
tt12222324,movie,Thibaan × BNK48,2020,Music,5.1,10,51
tt12226640,tvSeries,Interlanguage Talks,2019,Talk-Show,10,5,50
tt12228334,tvSeries,The Prince,2020,Drama,7.8,43,335.4
tt12228692,tvSeries,Multifaceted,2020,"Comedy,Drama,Thriller",8.8,32,281.6
tt12233622,movie,Josiah,2020,Documentary,9.8,5,49
tt12234176,movie,La educación sentimental,2020,Documentary,5,19,95
tt12234204,movie,As mortes,2020,Thriller,6,10,60
tt12235234,movie,Feya,2020,"Drama,Sci-Fi,Thriller",5.2,74,384.8
tt12239316,tvSeries,Egyszer volt Budán Bödör Gáspár,2020,Comedy,1.6,52,83.2
tt12240392,movie,Monster Hunter,2019,Action,6.6,38,250.8
tt12252336,movie,Cheshm O Goosh Baste,2019,"Adventure,Comedy",5.5,28,154
tt12252806,movie,"Amaia, Una vuelta al Sol",2020,Documentary,7.3,26,189.8
tt12256440,movie,DAU. Three Days,2020,Drama,5.3,27,143.1
tt12256450,movie,DAU. Three Days,2020,Drama,6.2,34,210.8
tt12257268,movie,Pieni punainen,2020,"Documentary,History",7.6,9,68.4
tt12258726,movie,DAU. The Empire. Novel One: Return of the Prodigal Son,2020,Drama,5.7,15,85.5
tt12263440,movie,"No Andaba Muerto, Estaba de Parranda",2020,Comedy,4.7,15,70.5
tt12264660,movie,Shakespeare's Globe: The Two Noble Kinsmen,2018,Comedy,8,11,88
tt1226837,movie,Beautiful Boy,2018,"Biography,Drama",7.3,44719,326448.7
tt1235187,movie,Where Hands Touch,2018,"Drama,Romance,War",6.2,2590,16058
tt1249439,movie,I See You,2019,Thriller,2.5,400,1000
tt1255919,movie,Holmes & Watson,2018,"Comedy,Crime,Mystery",3.8,27058,102820.4
tt1259528,movie,Den of Thieves,2018,"Action,Crime,Drama",7,83049,581343
tt1266036,movie,Valley Girl,2020,"Comedy,Musical,Romance",5.6,187,1047.2
tt1270797,movie,Venom,2018,"Action,Adventure,Sci-Fi",6.7,330934,2217257.8
tt1273221,movie,London Fields,2018,"Crime,Mystery,Thriller",4.3,4709,20248.7
tt1285009,movie,The Strangers: Prey at Night,2018,Horror,5.2,24883,129391.6
tt1289403,movie,The Guernsey Literary and Potato Peel Pie Society,2018,"Drama,Romance,War",7.4,28972,214392.8
tt1298644,movie,The Hustle,2019,"Comedy,Crime",5.4,38516,207986.4
