tconst,titleType,primaryTitle,startYear,genres,averageRating,numVotes,weightedAverage
tt8743078,movie,IKEA for YU,2018,Documentary,6.5,15,97.5
tt8743090,movie,Ilayaraja,2019,Drama,7.9,284,2243.6
tt8743262,movie,Treasure City,2020,Drama,7.1,93,660.3
tt8744094,movie,Gogol. A Terrible Vengeance,2018,"Adventure,Mystery,Thriller",6,764,4584
tt8744608,movie,Monument,2018,Drama,6.2,211,1308.2
tt8745006,movie,"Okna, okna",2018,Comedy,5.1,21,107.1
tt8745960,movie,Daniel Isn't Real,2019,"Horror,Thriller",6.1,3576,21813.6
tt8746192,movie,Translated,2018,Drama,7.3,23,167.9
tt8746434,tvSeries,Dancing with the Stars: Juniors,2018,"Family,Game-Show,Music",5.6,139,778.4
tt8746842,movie,Antes de la quema,2019,Comedy,5.3,207,1097.1
tt8746914,movie,Real Girl,2018,"Comedy,Romance",6.4,137,876.8
tt8747102,movie,The Perfect Husband,2018,"Drama,Romance",7,45,315
tt8747140,tvSeries,Hardball,2019,Drama,7.8,19,148.2
tt8747288,movie,The Minds of Men,2018,Documentary,6.3,134,844.2
tt8747304,movie,Suburban Birds,2018,Drama,5.6,173,968.8
tt8747308,movie,Amsterdam Vice,2019,"Action,Crime,Drama",6.8,1110,7548
tt8747342,tvSeries,Amazing Interiors,2018,Documentary,6.7,558,3738.6
tt8747430,tvSeries,Jesus,2018,Drama,7.8,82,639.6
tt8747548,movie,Axone,2019,"Comedy,Drama",8.2,39,319.8
tt8747560,movie,KD (A) Karuppudurai,2019,Drama,8.6,763,6561.8
tt8747596,movie,What You Gonna Do When the World's on Fire?,2018,Documentary,6.7,496,3323.2
tt8747608,tvSeries,Travels By Narrowboat,2018,Adventure,8.8,90,792
tt8747696,movie,Love Machine,2019,Comedy,6.6,63,415.8
tt8747790,movie,A Monks Madness,2018,Action,6.1,15,91.5
tt8747842,movie,Persephone,2019,"Drama,Music,Romance",7.7,17,130.9
tt8747882,tvSeries,Switched,2018,"Drama,Sci-Fi",7.2,898,6465.6
tt8747928,tvSeries,SSSS.Gridman,2018,"Action,Animation,Sci-Fi",7,396,2772
tt8748236,movie,Killer Cove,2019,Thriller,4.2,300,1260
tt8748256,movie,Travel Mates 2,2018,"Adventure,Comedy",5.9,2248,13263.2
tt8748608,movie,Deliler,2018,"Action,History,War",5.6,2070,11592
tt8748698,movie,Wavelength,2018,"Drama,Mystery,Thriller",6.3,41,258.3
tt8749058,movie,Strange Fish,2018,Documentary,8,6,48
tt8749074,movie,Friedkin Uncut,2018,Documentary,6.8,183,1244.4
tt8749146,movie,"Monrovia, Indiana",2018,Documentary,6.9,443,3056.7
tt8749922,movie,Grand-Daddy Day Care,2019,"Comedy,Family",4.8,554,2659.2
tt8749962,movie,Ashke,2018,"Drama,Romance",6.9,608,4195.2
tt8750122,movie,Benchwarmers 2: Breaking Balls,2019,"Comedy,Sport",4,547,2188
tt8750570,movie,Sergio,2020,"Biography,Drama,History",6.2,5018,31111.6
tt8750614,tvSeries,Overthinking with Kat & June,2018,Comedy,6.8,81,550.8
tt8750702,movie,Rewind,2019,"Documentary,Drama",7.7,50,385
tt8750870,tvSeries,Keep It Spotless,2018,Game-Show,6.1,7,42.7
tt8750956,tvSeries,Arthdal Chronicles,2019,"Drama,Fantasy,History",8.3,1849,15346.7
tt8751316,movie,Vatreni,2018,"Documentary,History,Sport",7.2,10,72
tt8751576,movie,Pedavi Datani Matokatundhi,2018,"Comedy,Fantasy,Romance",6.3,16,100.8
tt8751928,movie,Palm Beach,2019,"Comedy,Drama",5.5,488,2684
tt8751976,movie,Dev,2019,"Action,Adventure,Romance",4.8,698,3350.4
tt8751994,movie,Flesh,2018,"Crime,Drama,Thriller",8.1,49,396.9
tt8752040,tvSeries,Kaun Hai?,2018,Horror,6.5,17,110.5
tt8752094,movie,Tera,2018,Drama,5.8,5,29
tt8752172,movie,Keep Away from Fire,2019,Drama,6.2,19,117.8
tt8752420,movie,Relatos de Eleria: El Viaje de Gawain,2018,"Adventure,Drama,Fantasy",7.9,12,94.8
tt8752474,movie,Justice League vs the Fatal Five,2019,"Action,Animation,Fantasy",6.5,6086,39559
tt8752498,movie,Wonder Woman: Bloodlines,2019,"Action,Animation,Fantasy",5.8,3457,20050.6
tt8752502,movie,O Desmonte do Monte,2018,Documentary,6.5,21,136.5
tt8753094,tvSeries,Shane the Chef,2018,"Animation,Family",7.3,19,138.7
tt8753438,movie,Askeladden - I Soria Moria slott,2019,"Adventure,Family,Fantasy",6.3,359,2261.7
tt8753660,movie,Ghost Killers vs. Bloody Mary,2018,"Comedy,Horror",5.5,989,5439.5
tt8753702,movie,Pangea,2019,Documentary,6.7,6,40.2
tt8753730,movie,Strip and War,2019,"Comedy,Documentary,Drama",7.2,18,129.6
tt8754672,tvSeries,Travels in Trumpland with Ed Balls,2018,Documentary,6.5,57,370.5
tt8754702,tvSeries,"Mere Papa, Hero Hiralal",2018,Drama,7.5,10,75
tt8755156,movie,See Know Evil,2018,Documentary,8.7,21,182.7
tt8755226,tvSeries,Daybreak,2019,"Action,Adventure,Comedy",6.7,12797,85739.9
tt8755254,tvSeries,Hangyakusei Million Arthur,2018,"Action,Adventure,Animation",6,22,132
tt8755316,movie,The Island,2018,"Comedy,Drama",6.2,1252,7762.4
tt8755418,movie,Love's Water Drop,2018,Romance,6,21,126
tt8755426,movie,Proigrannoe mesto,2018,"Drama,Horror,Thriller",3,92,276
tt8755500,movie,Brown Paper Bag,2019,Drama,5.9,77,454.3
tt8755712,tvSeries,The Shop,2018,Talk-Show,6.6,700,4620
tt8755818,tvSeries,Hypothetical,2019,Comedy,6.4,221,1414.4
tt8756018,tvSeries,The Godfather: Part 2,2018,"Action,Drama,Thriller",7.2,33,237.6
tt8756098,movie,The Corporate Coup D'État,2018,"Documentary,News",7.2,76,547.2
tt8757162,movie,Three Adventures of Brooke,2018,"Adventure,Fantasy",6.2,38,235.6
tt8757198,movie,Because I Love You,2019,Romance,7.6,8,60.8
tt8757258,movie,The Art of Waiting,2019,"Comedy,Drama",6.8,44,299.2
tt8757766,movie,La mia seconda volta,2019,"Comedy,Drama",6,46,276
tt8757908,movie,Ernesto's Manifesto,2019,Comedy,6.3,55,346.5
tt8757960,movie,Hantu Kak Limah,2018,"Comedy,Horror",6.4,598,3827.2
tt8758086,movie,Mercy Black,2019,"Horror,Mystery,Thriller",4.9,2151,10539.9
tt8758320,tvSeries,Hankaar,2018,Drama,8.4,84,705.6
tt8758548,movie,The Great Buster,2018,"Biography,Documentary",7.5,761,5707.5
tt8758778,tvSeries,Smoking,2018,Crime,7.5,260,1950
tt8759138,movie,De sicario a Youtuber,2018,Documentary,6,20,120
tt8759436,movie,Arrivederci Saigon,2018,"Documentary,Music,War",6,52,312
tt8759834,movie,Selah and the Spades,2019,Drama,4.5,550,2475
tt8760072,tvSeries,Victor Magtanggol,2018,"Adventure,Drama",3.2,69,220.8
tt8760164,tvSeries,The Graceful Path,2019,Drama,9.1,8,72.8
tt8760264,tvSeries,Nailed It! Holiday!,2018,Reality-TV,7.8,724,5647.2
tt8760550,movie,Nazi Overlord,2018,"Action,Adventure,Horror",2.1,608,1276.8
tt8760578,movie,The Head,2019,"Comedy,Horror,Romance",7.8,10,78
tt8760684,movie,Apollo 11,2019,"Documentary,History",8.2,18013,147706.6
tt8761326,tvSeries,The Weird Place,2019,"Reality-TV,Sci-Fi",7.6,46,349.6
tt8761374,movie,Wings Over Everest,2019,Action,5,59,295
tt8761382,movie,All Alone,2018,Drama,6.5,97,630.5
tt8761446,tvSeries,Made in Chelsea: Croatia,2018,Reality-TV,5.8,11,63.8
tt8761814,movie,Sheep and Wolves: Pig Deal,2019,"Adventure,Animation,Comedy",5.9,492,2902.8
tt8762206,tvSeries,Creepshow,2019,"Fantasy,Horror",7.1,2566,18218.6
tt8763008,movie,Kiss & Tell,2018,"Comedy,Drama",5.6,393,2200.8
tt8763396,movie,Circus Noël,2019,Family,6.9,21,144.9
tt8763948,movie,The Raven and the Seagull,2018,Documentary,7.1,42,298.2
tt8764056,movie,Adam und Evelyn,2018,"Drama,Romance",6.4,72,460.8
tt8764144,movie,A Wakefield Project,2019,"Horror,Sci-Fi,Thriller",2.4,231,554.4
tt8764384,movie,Chasing The Thunder,2018,"Action,Documentary",8.9,36,320.4
tt8764582,movie,Dare to Stop Us,2018,Drama,6.2,82,508.4
tt8764618,tvSeries,Azmi & Ashjan,2018,Comedy,5,29,145
tt8764762,movie,Hell's Belle,2019,Horror,3.5,41,143.5
tt8764872,tvSeries,The Cottages,2019,Thriller,7.7,12,92.4
tt8765292,tvSeries,Helvetica,2019,"Drama,Thriller",6.8,36,244.8
tt8765430,movie,Theekuchiyum Panithulliyum,2018,"Crime,Mystery,Thriller",4.1,8,32.8
tt8765434,tvSeries,Saint Young Men,2018,"Comedy,Fantasy",6.1,34,207.4
tt8765496,movie,May the Devil Take You,2018,Horror,6,2850,17100
tt8765580,movie,Exit Plan,2019,"Drama,Mystery",5.3,279,1478.7
tt8765636,movie,Petitet,2018,Documentary,7.6,26,197.6
tt8765700,movie,Afsar,2018,Drama,4.5,153,688.5
tt8765772,movie,The Other Side of Town,2018,Documentary,8.2,6,49.2
tt8765848,tvSeries,Som mama,2018,"Comedy,Family",6.2,8,49.6
tt8766224,movie,My Last Year as a Loser,2018,Drama,7.4,190,1406
tt8766510,movie,The Year I Did Nothing,2019,"Comedy,Drama,Family",9.2,5,46
tt8766536,movie,La boda del tigre,2020,Romance,3.9,10,39
tt8767626,movie,Raduaa,2018,"Comedy,Sci-Fi",5,47,235
tt8767778,movie,Nevermind,2018,Drama,6,51,306
tt8767808,movie,Copperman,2019,Drama,5.8,174,1009.2
tt8767908,movie,Matthias & Maxime,2019,Drama,6.8,2586,17584.8
tt8767958,movie,Toren,2018,Drama,8.6,11,94.6
tt8768868,movie,Out of Bounds,2019,"Crime,Drama,Sport",8.4,39,327.6
tt8768884,movie,When It Comes Around,2018,"Drama,Romance",5.1,63,321.3
tt8769032,movie,The Hows of Us,2018,"Drama,Romance",7.4,2293,16968.2
tt8769146,movie,Soyuz spaseniya,2019,"Adventure,Drama,History",5.9,840,4956
tt8769208,movie,Milyonluk Kus,2018,Comedy,4.7,27,126.9
tt8769226,movie,Kung Food,2018,"Animation,Family",4.1,8,32.8
tt8769244,movie,Love 2. America,2018,Drama,4.6,14,64.4
tt8769260,tvSeries,Encounter,2018,"Drama,Romance",6.6,515,3399
tt8769282,movie,LOVE,2018,Drama,7,7,49
tt8769300,movie,Rise of the Footsoldier: Marbella,2019,"Action,Biography,Comedy",5.4,700,3780
tt8769302,tvSeries,Hide and Seek,2018,Drama,6.5,21,136.5
tt8769310,movie,Mudar la piel,2018,Documentary,6.9,46,317.4
tt8769318,movie,Beyond the Comfort Zone - 13 Countries to K2,2018,"Adventure,Documentary",6.3,25,157.5
tt8769528,movie,Dead Horse Nebula,2018,Drama,5.6,246,1377.6
tt8769766,movie,La prima pietra,2018,Comedy,5.4,151,815.4
tt8769772,tvSeries,Anne Plus,2018,Drama,7.8,103,803.4
tt8769790,tvSeries,Rip It Up,2018,Documentary,6.9,9,62.1
tt8769828,movie,Scappo a casa,2019,Comedy,4.8,245,1176
tt8769848,movie,The Tomorrow Man,2019,"Drama,Romance",5.7,1091,6218.7
tt8769918,movie,My Country My Home,2018,Drama,4.9,16,78.4
tt8770752,movie,Periodo de prueba,2018,Comedy,3.6,7,25.2
tt8770976,movie,Savage State,2019,Western,5.5,88,484
tt8772088,tvSeries,Salt Fat Acid Heat,2018,Documentary,7.7,1416,10903.2
tt8772260,tvSeries,Two Roads,2018,Drama,8.7,11,95.7
tt8772262,movie,Midsommar,2019,"Drama,Horror,Mystery",7.1,149745,1063189.5
tt8772296,tvSeries,Euphoria,2019,Drama,8.3,40300,334490
tt8772782,tvSeries,Bake It Like Buddy,2018,"Game-Show,Reality-TV",4.1,11,45.1
tt8773020,movie,Rocca verändert die Welt,2019,"Adventure,Comedy,Drama",7.4,149,1102.6
tt8773080,tvSeries,The Curious Creations of Christine McConnell,2018,"Comedy,Horror,Talk-Show",7.7,2028,15615.6
tt8773338,tvSeries,Stay Here,2018,Reality-TV,7.6,683,5190.8
tt8773498,tvSeries,Ongaku shoujo,2018,Animation,4,6,24
tt8773562,movie,Parcells' Final Ride,2018,Documentary,8.8,5,44
tt8773586,movie,Lovers,2019,"Comedy,Drama,Romance",8.9,10,89
tt8773662,movie,Vengeance,2019,Horror,5.5,195,1072.5
tt8773700,movie,A.I. Tales,2019,"Action,Drama,Sci-Fi",3.6,179,644.4
tt8774100,movie,My Stretch of Texas Ground,2019,"Action,Drama,Thriller",6.5,31,201.5
tt8774260,movie,Go Brother!,2018,"Comedy,Fantasy",6.3,325,2047.5
tt8774376,tvSeries,Pogresan covjek,2018,"Drama,Romance",4.1,135,553.5
tt8774388,movie,The Angel of Auschwitz,2019,Drama,2.5,133,332.5
tt8774490,movie,Parahuna,2018,Comedy,7.4,61,451.4
tt8774622,movie,Peter Pan: The Quest for the Never Book,2018,Animation,4.5,76,342
tt8774708,movie,M,2018,Mystery,4.6,166,763.6
tt8774740,movie,Sacrament,2018,Comedy,6.5,11,71.5
tt8774748,movie,Tiro e Queda,2019,Comedy,3.1,142,440.2
tt8774888,tvSeries,Planet With,2018,"Animation,Sci-Fi",6.6,102,673.2
tt8774962,movie,Vivere,2019,Drama,5.3,111,588.3
tt8774964,tvSeries,Ye Teri Galliyan,2018,Romance,6.7,17,113.9
tt8774994,movie,The Billion Dollar Bust,2018,Documentary,6.9,14,96.6
tt8775012,movie,Bridge of Clouds,2018,"Drama,Romance",6.4,13,83.2
tt8775036,movie,House of Children,2020,Documentary,6,5,30
tt8775056,movie,Natale a 5 stelle,2018,Comedy,4.5,527,2371.5
tt8775250,movie,Janaadhipan,2019,"Drama,Thriller",6,53,318
tt8775270,movie,Mission 8 - From the first Idea to the first Race,2018,"Adventure,Documentary,Sport",6.4,11,70.4
tt8775580,movie,Rêver sous le capitalisme,2018,Documentary,6.9,16,110.4
tt8775650,tvSeries,Milk & Honey,2018,"Comedy,Drama",5.9,25,147.5
tt8776686,movie,La partita,2019,Drama,7.5,35,262.5
tt8776902,movie,Bizum usaklar,2018,Comedy,2.1,11,23.1
tt8776958,movie,Cin-i ayet,2018,Horror,6.8,52,353.6
tt8776960,movie,Viveiro,2019,Documentary,6.2,6,37.2
tt8777022,movie,Siccin 5,2018,Horror,5.9,1071,6318.9
tt8777364,movie,Nina,2018,Drama,6,14,84
tt8777518,tvSeries,Simon Says,2018,Comedy,8.4,8,67.2
tt8777758,movie,Montevideo,2019,Thriller,6.6,7,46.2
tt8777780,movie,Beneath the Bassline,2018,Documentary,7.8,5,39
tt8778010,tvSeries,Blood Money,2018,Reality-TV,4.4,9,39.6
tt8778064,tvSeries,The Society,2019,"Drama,Mystery,Sci-Fi",7,15251,106757
tt8778154,movie,Cycling Nomads,2018,Documentary,6.2,5,31
tt8778402,movie,They'll Find Him in the River,2018,"Drama,Mystery",8,7,56
tt8778658,movie,A Patient Man,2019,"Crime,Drama,Thriller",7.5,2080,15600
tt8778668,movie,I Am the Revolution,2018,"Biography,Documentary",8.5,12,102
tt8778970,movie,Gift Box,2020,"Drama,Romance,Thriller",8,19,152
tt8779020,movie,A First Farewell,2018,Drama,7.1,58,411.8
tt8779022,movie,Trust,2018,"Crime,Drama",6,81,486
tt8779064,movie,Chuskit,2018,Family,8.2,34,278.8
tt8779474,movie,Stars Above Us,2019,Drama,7.1,65,461.5
tt8779730,movie,Les amoureux,2018,Drama,7.2,6,43.2
tt8780094,movie,Bed,2019,"Drama,Romance",4.7,11,51.7
tt8780634,movie,Easy Lessons,2018,Documentary,7.3,137,1000.1
tt8780770,tvSeries,The Stephen A. Smith Show,2018,"Sport,Talk-Show",5.9,9,53.1
tt8780788,movie,Kalin and the Jail Team,2018,Documentary,7.5,8,60
tt8780880,tvSeries,World of Sport Wrestling,2018,Sport,6.2,17,105.4
tt8781414,movie,Freaks,2018,"Drama,Mystery,Sci-Fi",6.7,17857,119641.9
tt8781538,movie,Deep Cuts,2018,Drama,7.2,76,547.2
tt8781878,movie,Disparos,2019,"Crime,Documentary,Drama",7.2,48,345.6
tt8781928,movie,Apollo: Back to the Moon,2019,History,7.4,8,59.2
tt8782396,movie,Bruder Schwester Herz,2019,Drama,5.6,23,128.8
tt8782542,movie,Gürbüz: Hadi Allah'a Emanet,2018,Comedy,3.9,587,2289.3
tt8783146,movie,Jurassic Galaxy,2018,"Action,Adventure,Sci-Fi",2.2,490,1078
tt8783194,movie,Homo Botanicus,2018,"Adventure,Documentary,Drama",6.6,29,191.4
tt8783532,movie,School Life,2019,"Comedy,Drama",6.5,1290,8385
tt8783592,movie,Make/Believe,2018,Biography,9,5,45
tt8783798,movie,Next Level,2019,Family,5.3,79,418.7
tt8783862,tvSeries,LOL: Last One Laughing,2018,Reality-TV,3.5,307,1074.5
tt8783976,movie,Alfons Zitterbacke,2019,"Adventure,Comedy,Family",5.8,43,249.4
tt8784324,tvSeries,Restaurants on the Edge,2019,Reality-TV,6.6,411,2712.6
tt8784472,tvSeries,Carol Alt's Living Room,2018,Talk-Show,7.4,8,59.2
tt8784636,tvSeries,The Ghost Detective,2018,Mystery,7.1,96,681.6
tt8784876,movie,Mi Pan Sachin,2019,Drama,6.6,33,217.8
tt8784884,movie,Abyakto,2018,Drama,8,19,152
tt8784906,movie,Ani... Dr. Kashinath Ghanekar,2018,Drama,8.6,655,5633
tt8785010,movie,Double Engine,2018,Comedy,5.9,8,47.2
tt8785030,movie,Beast Beast,2020,Drama,8.3,38,315.4
tt8785046,movie,Now Is Everything,2019,Drama,5.2,34,176.8
tt8785134,movie,Natasaarvabhowma,2019,Action,6.9,867,5982.3
tt8785138,movie,Famous Artist,2018,Drama,5.5,21,115.5
tt8785144,movie,Ishqaa,2019,Thriller,3.2,10,32
tt8785154,movie,Mar Gaye Oye Loko,2018,"Comedy,Drama,Fantasy",5.7,178,1014.6
tt8785160,movie,Ishq Na Hove Rabba,2018,Drama,3.5,8,28
tt8785172,movie,Chitte,2018,Drama,6.5,6,39
tt8785256,movie,"Isis, Tomorrow. The Lost Souls of Mosul",2018,Documentary,7.6,47,357.2
tt8785322,movie,Manje Bistre 2,2019,Drama,5.7,106,604.2
tt8785372,tvSeries,The Athena,2018,Family,8,37,296
tt8785380,movie,Pushpak Vimaan,2018,Drama,6.9,46,317.4
tt8785404,tvSeries,Akoori,2018,Drama,6.5,39,253.5
tt8785408,movie,Icimdeki Hazine,2018,"Action,Adventure,Thriller",5.5,13,71.5
tt8785420,movie,Dostigiri,2018,Drama,7.7,7,53.9
tt8785426,movie,Jabariya Jodi,2019,"Action,Comedy,Drama",4.2,1011,4246.2
tt8785438,tvSeries,Myortvoe ozero,2019,"Crime,Drama,Thriller",6.6,319,2105.4
tt8785486,movie,Mr & Mrs 420 Returns,2018,Comedy,6.6,198,1306.8
tt8785496,movie,Harry & Patty,2018,"Comedy,Romance",7.7,12,92.4
tt8785514,tvSeries,Dark Waters: Murder in the Deep,2018,"Crime,Documentary",7.4,55,407
tt8786106,movie,Porno para principiantes,2018,Comedy,5.2,408,2121.6
tt8787116,movie,The Unity of Heroes,2018,Action,5.2,323,1679.6
tt8787226,movie,Crisis Jung,2018,"Animation,Fantasy",7.2,79,568.8
tt8787284,movie,Wach,2018,Drama,6.5,155,1007.5
tt8787372,tvSeries,La caza. Monteperdido,2019,"Adventure,Crime,Drama",7.2,290,2088
tt8787746,tvSeries,The Killer Closer,2018,Crime,5.3,28,148.4
tt8787756,tvSeries,The Time It Takes,2018,Game-Show,5.3,10,53
tt8787808,tvSeries,Little Life on the Prairie,2018,Reality-TV,8.5,14,119
tt8787820,tvSeries,Dale Jr. Download,2018,Talk-Show,9.1,9,81.9
tt8787834,movie,The Whispering Man,2019,"Horror,Mystery,Thriller",6.2,25,155
tt8788334,movie,Heavens Warriors,2018,"Action,Comedy,Fantasy",3.5,20,70
tt8788458,tvSeries,The Promised Neverland,2019,"Animation,Fantasy,Horror",8.8,9649,84911.2
tt8788634,movie,Forever Chape,2018,Documentary,7.1,205,1455.5
tt8789416,movie,Josie & Jack,2019,Drama,4.6,9,41.4
tt8789584,tvSeries,Box Peek,2018,"Adventure,Animation,Comedy",9,114,1026
tt8789704,movie,Black Cossack,2018,Fantasy,7.4,53,392.2
tt8790314,movie,Vaasu Naan Pakka Commercial,2018,"Action,Drama,Family",6.3,30,189
tt8790552,movie,"Turu, the Wacky Hen",2019,"Adventure,Animation,Family",5.6,40,224
tt8790606,movie,O fim do Mundo,2019,"Action,Crime,Drama",6.7,35,234.5
tt8790624,movie,Rafadan Tayfa Dehliz Macerasi,2018,"Adventure,Animation",6.4,161,1030.4
tt8790662,movie,Graves Without a Name,2018,Documentary,6.2,99,613.8
tt8791152,movie,Kulkarni Chaukatla Deshpande (KCD),2019,Drama,6.2,5,31
tt8791452,tvSeries,DM Diaries,2018,Romance,5.7,7,39.9
tt8791476,movie,Grindsploitation 666,2018,Horror,3.9,58,226.2
tt8791490,tvSeries,Onanay,2018,"Comedy,Crime,Drama",8.6,9,77.4
tt8791742,tvSeries,Here to Heart,2018,"Drama,Romance",8,84,672
tt8791968,movie,Blowing Up Right Now,2019,"Adventure,Comedy,Romance",5.4,91,491.4
tt8792010,tvSeries,Samoan Gold,2018,Comedy,9.1,11,100.1
tt8792230,tvSeries,Unspeakable Crime: The Killing of Jessica Chambers,2018,Crime,6.9,200,1380
tt8792478,tvSeries,The Ranger,2018,"Drama,Family,Romance",5.5,17,93.5
tt8792492,movie,Como é Cruel Viver Assim,2018,Comedy,6.6,68,448.8
tt8792570,tvSeries,Afflicted,2018,"Documentary,Mystery,Reality-TV",4.9,958,4694.2
tt8792630,movie,APEX: The Secret Race Across America,2019,Documentary,6.6,125,825
tt8792866,tvSeries,Gabby Duran & The Unsittables,2019,"Comedy,Family,Sci-Fi",5.1,132,673.2
tt8792882,movie,The Guest,2018,"Comedy,Drama,Romance",6.4,202,1292.8
tt8792898,movie,L'amour flou,2018,Comedy,6.5,311,2021.5
tt8793220,movie,The Way of the Bug,2018,Comedy,3.9,28,109.2
tt8793222,movie,This Business of Autism,2018,Documentary,9,6,54
tt8793286,movie,Octoberfest,2018,"Crime,Drama,Horror",2.9,10,29
tt8793606,movie,Gentayangan,2018,Horror,4.7,19,89.3
tt8793754,movie,Estonian Skies: The Invisible Guides,2019,Documentary,9.5,13,123.5
tt8793824,tvSeries,Dr. Karage,2018,Comedy,5.7,6,34.2
tt8793946,movie,Silent Streams,2018,Drama,6.5,6,39
tt8793950,movie,Trap,2018,"Adventure,Mystery",8.2,55,451
tt8793970,tvSeries,Kobiety mafii,2018,"Action,Drama",5.5,132,726
tt8793990,movie,Evelyn,2018,Documentary,7.1,550,3905
tt8794186,movie,Real,2019,"Drama,Romance",8,15,120
tt8794674,movie,Young and Alive,2018,Documentary,7,62,434
tt8794944,movie,Fausto,2018,Documentary,6,159,954
tt8795248,tvSeries,Tachibanakan Triangle,2018,"Animation,Comedy,Romance",5.3,43,227.9
tt8795582,movie,Consequences,2018,Drama,7,1108,7756
tt8795782,movie,Sandpaper,2018,Thriller,7.3,9,65.7
tt8795912,tvSeries,Renegades,2018,"Action,Drama,Thriller",6.2,12,74.4
tt8796068,tvSeries,Becoming Champions,2018,"Documentary,Sport",6.7,185,1239.5
tt8796226,tvSeries,Cash Register,2018,Comedy,9.2,70,644
tt8796840,tvSeries,Laugh After Dark,2018,Comedy,7.6,7,53.2
tt8797064,movie,National Theatre Live: Allelujah!,2018,Drama,7.8,36,280.8
tt8797138,movie,King Bibi,2018,Documentary,7.4,145,1073
tt8798122,movie,Cuba's Secret Shark Lair,2018,Documentary,7.4,5,37
tt8798194,movie,Washed by the Moon,2018,Music,9,5,45
tt8798274,movie,Rompis,2018,"Drama,Romance",8,183,1464
tt8799390,movie,Aquile Randagie,2019,History,5.9,49,289.1
tt8800062,movie,Emma,2018,Musical,7.6,11,83.6
tt8800108,movie,O Bem-aventurado,2018,"Animation,Drama,Horror",6.9,14,96.6
tt8800134,movie,Gogol Doc,2018,Documentary,8.1,7,56.7
tt8800144,tvSeries,Ulysses: Jeanne d'Arc and the Alchemist Knight,2018,"Action,Animation,Fantasy",5.6,85,476
tt8800266,movie,Ema,2019,"Drama,Music",6.8,2474,16823.2
tt8800384,movie,The Last Serb in Croatia,2019,"Adventure,Comedy,Horror",6.1,935,5703.5
tt8800806,movie,Auto de Resistência,2018,Documentary,7.9,42,331.8
tt8800836,movie,Mad Dog & The Butcher,2019,Documentary,8,23,184
tt8800984,movie,The Eternity Between Seconds,2018,Drama,5.7,7,39.9
tt8801070,tvSeries,Fallout,2019,"Action,Adventure",7.8,5,39
tt8801518,movie,B12 Gestorben wird im nächsten Leben,2018,Documentary,7.8,9,70.2
tt8801520,movie,Pamela,2019,Drama,8.6,30,258
tt8801578,tvSeries,Sen Son Kon Rak,2018,Drama,7.8,6,46.8
tt8801582,movie,Kruimeltje,2020,Family,6.7,38,254.6
tt8801584,movie,Sunrise in Heaven,2019,"Drama,Romance",6.6,1132,7471.2
tt8801670,tvSeries,The Guest,2018,"Drama,Horror,Mystery",8.4,331,2780.4
tt8801708,tvSeries,The Beauty Inside,2018,"Drama,Fantasy,Romance",7.3,717,5234.1
tt8801816,movie,Campo,2018,Documentary,6.6,23,151.8
tt8802084,tvSeries,On the Border,2018,"Comedy,Crime",7.4,258,1909.2
tt8802088,movie,Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi,2018,Horror,6.6,49,323.4
tt8803304,tvSeries,Slad,2018,Crime,5.3,18,95.4
tt8803438,movie,Broken: The Incredible Story of Brangelina,2018,Documentary,4.1,7,28.7
tt8803596,movie,Have It All -The Movie,2018,Documentary,7.6,21,159.6
tt8803888,movie,Operation Globe,2019,"Adventure,Comedy,Documentary",6.4,7,44.8
tt8804250,tvSeries,Sona,2018,Sci-Fi,8.5,26,221
tt8804284,movie,American Dharma,2018,"Biography,Documentary",7,386,2702
tt8804304,movie,A Thousand Girls Like Me,2018,Documentary,7.9,50,395
tt8804436,movie,Why Are We Creative: The Centipede's Dilemma,2018,Documentary,7,420,2940
tt8804656,tvSeries,Cleaning Up,2019,"Crime,Drama",6.1,1137,6935.7
tt8804688,movie,Connect,2019,"Drama,Romance",5.4,130,702
tt8804776,movie,Ahmad Maryam,2018,"Drama,Romance",8,11,88
tt8805374,movie,The Daughters of Fire,2018,Drama,5.2,465,2418
tt8805486,movie,El Badla,2018,"Action,Comedy",5.6,946,5297.6
tt8805702,movie,Any One of Us,2019,"Biography,Documentary",7.3,166,1211.8
tt8805852,movie,CO2 Carbon Dioxide,2018,Horror,4.8,9,43.2
tt8806104,movie,The Dead Center,2018,"Horror,Mystery,Thriller",5.6,1496,8377.6
tt8806456,tvSeries,Aladdin - Naam Toh Suna Hoga,2018,Fantasy,6.1,311,1897.1
tt8806502,movie,Junction Varanasi,2019,Drama,4.5,12,54
tt8806524,tvSeries,Star Trek: Picard,2020,"Action,Adventure,Drama",7.7,32872,253114.4
tt8806546,movie,Argentina Fans Kaattoorkadavu,2019,"Drama,Sport",4.7,290,1363
tt8806768,movie,I Can Quit Whenever I Want,2019,Comedy,5.7,1018,5802.6
tt8806770,movie,Mystery of Burma: Beyond The Dotehtawady,2018,"Action,Adventure",8.6,98,842.8
tt8806874,movie,16 Sunrises,2018,Documentary,6.6,84,554.4
tt8806886,movie,Label Me,2019,Drama,6.6,139,917.4
tt8807024,tvSeries,I Kina går det godt,2018,"Comedy,Documentary",8.6,33,283.8
tt8807058,tvSeries,Women on the Verge,2018,Comedy,6.6,150,990
tt8807530,movie,Medea,2019,Drama,6.3,10,63
